Time,Rate
-2,0
-1.5,0
-1,0
-0.5,0
0,24
0.5,2
1,0.4
1.5,0.4
2,0.4
2.5,0.4
3,0.4
3.5,0.142857
4,0.142857
4.5,0.142857
5,0.142857
5.5,0.142857
6,0.142857
6.5,0.142857
7,0.142857
7.5,0.142857
8,0.142857
8.5,0.142857
9,0.142857
9.5,0.142857
10,0.142857
10.5,0
11,0
11.5,0.111111
12,0.111111
12.5,0.111111
13,0.111111
13.5,0.111111
14,0.111111
14.5,0.111111
15,0.111111
15.5,0.111111
16,0.111111
16.5,0.111111
17,0.111111
17.5,0.111111
18,0.111111
18.5,0.111111
19,0.111111
19.5,0.111111
20,0.111111
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0.105263
25,0.105263
25.5,0.105263
26,0.105263
26.5,0.105263
27,0.105263
27.5,0.105263
28,0.105263
28.5,0.105263
29,0.105263
29.5,0.105263
30,0.105263
30.5,0.105263
31,0.105263
31.5,0.105263
32,0.105263
32.5,0.105263
33,0.105263
33.5,0.105263
34,0
34.5,0
35,0
35.5,0
36,0.0666667
36.5,0.0666667
37,0.0666667
37.5,0.0666667
38,0.0666667
38.5,0.0666667
39,0.0666667
39.5,0.0666667
40,0.0666667
40.5,0.0666667
41,0.0666667
41.5,0.0666667
42,0.0666667
42.5,0.0666667
43,0.0666667
43.5,0.0666667
44,0.0666667
44.5,0.0666667
45,0.0666667
45.5,0.0666667
46,0.0666667
46.5,0.0666667
47,0.0666667
47.5,0.0666667
48,0.0666667
48.5,0.0666667
49,0.0666667
49.5,0.0666667
50,0.0666667
50.5,0.0666667
51,0.0714286
51.5,0.0714286
52,0.0714286
52.5,0.0714286
53,0.0714286
53.5,0.0714286
54,0.0714286
54.5,0.0714286
55,0.0714286
55.5,0.0714286
56,0.0714286
56.5,0.0714286
57,0.0714286
57.5,0.0714286
58,0.0714286
58.5,0.0714286
59,0.0714286
59.5,0.0714286
60,0.0714286
60.5,0.0714286
61,0.0714286
61.5,0.0714286
62,0.0714286
62.5,0.0714286
63,0.0714286
63.5,0.0714286
64,0.0714286
64.5,0.0714286
65,0
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0.0487805
69.5,0.0487805
70,0.0487805
70.5,0.0487805
71,0.0487805
71.5,0.0487805
72,0.0487805
72.5,0.0487805
73,0.0487805
73.5,0.0487805
74,0.0487805
74.5,0.0487805
75,0.0487805
75.5,0.0487805
76,0.0487805
76.5,0.0487805
77,0.0487805
77.5,0.0487805
78,0.0487805
78.5,0.0487805
79,0.0487805
79.5,0.0487805
80,0.0487805
80.5,0.0487805
81,0.0487805
81.5,0.0487805
82,0.0487805
82.5,0.0487805
83,0.0487805
83.5,0.0487805
84,0.0487805
84.5,0.0487805
85,0.0487805
85.5,0.0487805
86,0.0487805
86.5,0.0487805
87,0.0487805
87.5,0.0487805
88,0.0487805
88.5,0.0487805
89,0.0487805
89.5,0
90,0
90.5,0
91,0
91.5,0.0444444
92,0.0444444
92.5,0.0444444
93,0.0444444
93.5,0.0444444
94,0.0444444
94.5,0.0444444
95,0.0444444
95.5,0.0444444
96,0.0444444
96.5,0.0444444
97,0.0444444
97.5,0.0444444
98,0.0444444
98.5,0.0444444
99,0.0444444
99.5,0.0444444
100,0.0444444
100.5,0.0444444
101,0.0444444
101.5,0.0444444
102,0.0444444
102.5,0.0444444
103,0.0444444
103.5,0.0444444
104,0.0444444
104.5,0.0444444
105,0.0444444
105.5,0.0444444
106,0.0444444
106.5,0.0444444
107,0.0444444
107.5,0.0444444
108,0.0444444
108.5,0.0444444
109,0.0444444
109.5,0.0444444
110,0.0444444
110.5,0.0444444
111,0.0444444
111.5,0.0444444
112,0.0444444
112.5,0.0444444
113,0.0444444
113.5,0.0444444
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0.047619
120,0.047619
120.5,0.047619
121,0.047619
121.5,0.047619
122,0.047619
122.5,0.047619
123,0.047619
123.5,0.047619
124,0.047619
124.5,0.047619
125,0.047619
125.5,0.047619
126,0.047619
126.5,0.047619
127,0.047619
127.5,0.047619
128,0.047619
128.5,0.047619
129,0.047619
129.5,0.047619
130,0.047619
130.5,0.047619
131,0.047619
131.5,0.047619
132,0.047619
132.5,0.047619
133,0.047619
133.5,0.047619
134,0.047619
134.5,0.047619
135,0.047619
135.5,0.047619
136,0.047619
136.5,0.047619
137,0.047619
137.5,0.047619
138,0.047619
138.5,0.047619
139,0.047619
139.5,0.047619
140,0.047619
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0.0322581
146,0.0322581
146.5,0.0322581
147,0.0322581
147.5,0.0322581
148,0.0322581
148.5,0.0322581
149,0.0322581
149.5,0.0322581
150,0.0322581
150.5,0.0322581
151,0.0322581
151.5,0.0322581
152,0.0322581
152.5,0.0322581
153,0.0322581
153.5,0.0322581
154,0.0322581
154.5,0.0322581
155,0.0322581
155.5,0.0322581
156,0.0322581
156.5,0.0322581
157,0.0322581
157.5,0.0322581
158,0.0322581
158.5,0.0322581
159,0.0322581
159.5,0.0322581
160,0.0322581
160.5,0.0322581
161,0.0322581
161.5,0.0322581
162,0.0322581
162.5,0.0322581
163,0.0322581
163.5,0.0322581
164,0.0322581
164.5,0.0322581
165,0.0322581
165.5,0.0322581
166,0.0322581
166.5,0.0322581
167,0.0322581
167.5,0.0322581
168,0.0322581
168.5,0.0322581
169,0.0322581
169.5,0.0322581
170,0.0322581
170.5,0.0322581
171,0.0322581
171.5,0.0322581
172,0.0322581
172.5,0.0322581
173,0.0322581
173.5,0.0322581
174,0.0322581
174.5,0.0322581
175,0.0322581
175.5,0.0322581
176,0.0322581
176.5,0
177,0
177.5,0
178,0
178.5,0
179,0
179.5,0
180,0.031746
180.5,0.031746
181,0.031746
181.5,0.031746
182,0.031746
182.5,0.031746
183,0.031746
183.5,0.031746
184,0.031746
184.5,0.031746
185,0.031746
185.5,0.031746
186,0.031746
186.5,0.031746
187,0.031746
187.5,0.031746
188,0.031746
188.5,0.031746
189,0.031746
189.5,0.031746
190,0.031746
190.5,0.031746
191,0.031746
191.5,0.031746
192,0.031746
192.5,0.031746
193,0.031746
193.5,0.031746
194,0.031746
194.5,0.031746
195,0.031746
195.5,0.031746
196,0.031746
196.5,0.031746
197,0.031746
197.5,0.031746
198,0.031746
198.5,0.031746
199,0.031746
199.5,0.031746
200,0.031746
200.5,0.031746
201,0.031746
201.5,0.031746
202,0.031746
202.5,0.031746
203,0.031746
203.5,0.031746
204,0.031746
204.5,0.031746
205,0.031746
205.5,0.031746
206,0.031746
206.5,0.031746
207,0.031746
207.5,0.031746
208,0.031746
208.5,0.031746
209,0.031746
209.5,0.031746
210,0.031746
210.5,0.031746
211,0.031746
211.5,0
212,0
212.5,0
213,0
213.5,0
214,0
214.5,0
215,0
215.5,0
216,0
216.5,0
217,0
217.5,0
218,0
218.5,0
219,0
219.5,0
220,0
220.5,0
221,0
221.5,0
222,0
222.5,0
223,0
223.5,0
224,0
224.5,0
225,0
225.5,0
226,0
226.5,0
227,0
227.5,0
228,0
228.5,0
229,0
229.5,0
230,0
230.5,0
231,0
231.5,0
232,0
232.5,0
233,0.0273973
233.5,0.0273973
234,0.0273973
234.5,0.0273973
235,0.0273973
235.5,0.0273973
236,0.0273973
236.5,0.0273973
237,0.0273973
237.5,0.0273973
238,0.0273973
238.5,0.0273973
239,0.0273973
239.5,0.0273973
240,0.0273973
240.5,0.0273973
241,0.0273973
241.5,0.0273973
242,0.0273973
242.5,0.0273973
243,0.0273973
243.5,0.0273973
244,0.0273973
244.5,0.0273973
245,0.0273973
245.5,0.0273973
246,0.0273973
246.5,0.0273973
247,0.0273973
247.5,0.0273973
248,0.0273973
248.5,0.0273973
249,0.0273973
249.5,0.0273973
250,0.0273973
250.5,0.0273973
251,0.0273973
251.5,0.0273973
252,0.0273973
252.5,0.0273973
253,0.0273973
253.5,0.0273973
254,0.0273973
254.5,0.0273973
255,0.0273973
255.5,0.0273973
256,0.0273973
256.5,0.0273973
257,0.0273973
257.5,0.0273973
258,0.0273973
258.5,0.0273973
259,0.0273973
259.5,0.0273973
260,0.0273973
260.5,0.0273973
261,0.0273973
261.5,0.0273973
262,0.0273973
262.5,0.0273973
263,0.0273973
263.5,0.0273973
264,0.0273973
264.5,0.0273973
265,0.0273973
265.5,0.0273973
266,0.0273973
266.5,0.0273973
267,0.0273973
267.5,0.0273973
268,0.0273973
268.5,0.0273973
269,0.0273973
269.5,0
270,0
270.5,0
271,0
271.5,0
272,0
272.5,0
273,0
273.5,0
274,0
274.5,0
275,0
275.5,0
276,0
276.5,0
277,0
277.5,0
278,0
278.5,0
279,0
279.5,0
280,0
280.5,0
281,0
281.5,0
282,0
282.5,0
283,0
283.5,0
284,0
284.5,0
285,0
285.5,0
286,0
286.5,0
287,0
287.5,0
288,0
288.5,0
289,0
289.5,0
290,0
290.5,0
291,0
291.5,0
292,0
292.5,0
293,0
293.5,0
294,0
294.5,0
295,0
295.5,0
296,0
296.5,0
297,0
297.5,0
298,0
298.5,0
299,0
299.5,0
