Time,Temperature
-2,34
-1.5,34
-1,34
-0.5,34
0,34
0.5,41
1,41
1.5,41
2,41
2.5,41
3,42
3.5,42
4,41
4.5,41
5,41
5.5,42
6,42
6.5,42
7,42
7.5,42
8,42
8.5,42
9,42
9.5,42
10,42
10.5,42
11,42
11.5,42
12,42
12.5,42
13,42
13.5,42
14,42
14.5,42
15,42
15.5,42
16,42
16.5,42
17,42
17.5,42
18,42
18.5,42
19,42
19.5,42
20,42
20.5,42
21,42
21.5,42
22,42
22.5,42
23,43
23.5,43
24,43
24.5,43
25,43
25.5,43
26,43
26.5,43
27,43
27.5,43
28,43
28.5,42
29,43
29.5,43
30,43
30.5,43
31,43
31.5,43
32,43
32.5,43
33,43
33.5,43
34,43
34.5,43
35,43
35.5,43
36,43
36.5,43
37,43
37.5,43
38,43
38.5,43
39,43
39.5,43
40,43
40.5,43
41,43
41.5,43
42,43
42.5,43
43,43
43.5,43
44,43
44.5,43
45,43
45.5,43
46,43
46.5,43
47,43
47.5,43
48,43
48.5,43
49,44
49.5,44
50,43
50.5,44
51,43
51.5,43
52,44
52.5,44
53,44
53.5,44
54,44
54.5,44
55,44
55.5,44
56,44
56.5,44
57,44
57.5,44
58,43
58.5,44
59,44
59.5,44
60,44
60.5,44
61,44
61.5,44
62,44
62.5,44
63,44
63.5,44
64,44
64.5,44
65,44
65.5,44
66,44
66.5,44
67,44
67.5,44
68,44
68.5,44
69,44
69.5,44
70,44
70.5,44
71,44
71.5,44
72,44
72.5,44
73,44
73.5,44
74,44
74.5,44
75,44
75.5,44
76,44
76.5,44
77,44
77.5,44
78,44
78.5,44
79,44
79.5,44
80,44
80.5,44
81,44
81.5,44
82,44
82.5,44
83,44
83.5,45
84,44
84.5,44
85,44
85.5,44
86,44
86.5,44
87,45
87.5,45
88,44
88.5,45
89,44
89.5,45
90,45
90.5,45
91,45
91.5,45
92,45
92.5,45
93,45
93.5,45
94,45
94.5,45
95,45
95.5,45
96,45
96.5,45
97,45
97.5,45
98,45
98.5,45
99,45
99.5,45
100,45
100.5,45
101,45
101.5,45
102,45
102.5,45
103,45
103.5,45
104,45
104.5,45
105,45
105.5,45
106,45
106.5,45
107,45
107.5,45
108,45
108.5,45
109,45
109.5,45
110,45
110.5,45
111,45
111.5,45
112,45
112.5,45
113,45
113.5,45
114,45
114.5,45
115,45
115.5,45
116,45
116.5,45
117,45
117.5,45
118,45
118.5,45
119,45
119.5,45
120,45
120.5,45
121,45
121.5,45
122,45
122.5,45
123,45
123.5,45
124,45
124.5,45
125,45
125.5,45
126,45
126.5,45
127,45
127.5,45
128,45
128.5,45
129,45
129.5,45
130,45
130.5,45
131,45
131.5,45
132,45
132.5,45
133,45
133.5,45
134,45
134.5,45
135,45
135.5,45
136,45
136.5,45
137,45
137.5,45
138,45
138.5,45
139,46
139.5,45
140,46
140.5,46
141,45
141.5,45
142,46
142.5,46
143,46
143.5,46
144,46
144.5,46
145,45
145.5,46
146,45
146.5,46
147,45
147.5,45
148,46
148.5,46
149,46
149.5,46
150,46
150.5,46
151,46
151.5,46
152,46
152.5,46
153,46
153.5,46
154,46
154.5,46
155,46
155.5,46
156,46
156.5,46
157,46
157.5,46
158,46
158.5,46
159,46
159.5,46
160,46
160.5,46
161,46
161.5,46
162,46
162.5,46
163,46
163.5,46
164,46
164.5,46
165,46
165.5,46
166,46
166.5,46
167,46
167.5,46
168,46
168.5,46
169,46
169.5,46
170,46
170.5,46
171,46
171.5,46
172,46
172.5,46
173,46
173.5,46
174,46
174.5,46
175,46
175.5,46
176,46
176.5,46
177,46
177.5,46
178,46
178.5,46
179,46
179.5,46
180,46
180.5,46
181,46
181.5,46
182,46
182.5,46
183,46
183.5,46
184,46
184.5,46
185,46
185.5,46
186,46
186.5,46
187,46
187.5,46
188,46
188.5,46
189,46
189.5,46
190,46
190.5,46
191,46
191.5,46
192,46
192.5,46
193,46
193.5,46
194,46
194.5,46
195,46
195.5,46
196,46
196.5,46
197,47
197.5,46
198,46
198.5,46
199,46
199.5,46
200,46
200.5,46
201,46
201.5,46
202,46
202.5,46
203,46
203.5,46
204,46
204.5,46
205,46
205.5,46
206,46
206.5,46
207,46
207.5,46
208,46
208.5,47
209,47
209.5,47
210,46
210.5,46
211,47
211.5,46
212,46
212.5,46
213,47
213.5,46
214,47
214.5,46
215,46
215.5,46
216,46
216.5,46
217,46
217.5,46
218,46
218.5,46
219,46
219.5,46
220,47
220.5,46
221,46
221.5,46
222,46
222.5,46
223,46
223.5,47
224,46
224.5,46
225,47
225.5,46
226,46
226.5,46
227,46
227.5,47
228,46
228.5,47
229,46
229.5,47
230,46
230.5,46
231,46
231.5,46
232,47
232.5,46
233,47
233.5,46
234,47
234.5,47
235,47
235.5,47
236,47
236.5,46
237,47
237.5,46
238,46
238.5,46
239,47
239.5,47
240,47
240.5,47
241,47
241.5,47
242,47
242.5,47
243,47
243.5,47
244,46
244.5,47
245,47
245.5,47
246,46
246.5,47
247,47
247.5,47
248,47
248.5,47
249,47
249.5,47
250,47
250.5,47
251,47
251.5,47
252,47
252.5,47
253,47
253.5,46
254,47
254.5,47
255,47
255.5,47
256,47
256.5,47
257,47
257.5,47
258,47
258.5,47
259,47
259.5,47
260,47
260.5,47
261,47
261.5,47
262,47
262.5,47
263,47
263.5,47
264,47
264.5,47
265,47
265.5,47
266,47
266.5,47
267,47
267.5,47
268,47
268.5,47
269,47
269.5,47
270,47
270.5,47
271,47
271.5,47
272,47
272.5,47
273,47
273.5,47
274,47
274.5,47
275,47
275.5,47
276,47
276.5,47
277,47
277.5,47
278,47
278.5,47
279,47
279.5,47
280,47
280.5,47
281,47
281.5,47
282,47
282.5,47
283,47
283.5,47
284,47
284.5,47
285,47
285.5,47
286,47
286.5,47
287,47
287.5,47
288,47
288.5,47
289,47
289.5,47
290,47
290.5,47
291,47
291.5,47
292,47
292.5,47
293,47
293.5,47
294,47
294.5,47
295,47
295.5,47
296,47
296.5,47
297,47
297.5,47
298,47
298.5,47
299,47
299.5,47
300,47
